"sigmaA","sigmaB","size","mean_density","sd_density","se","ci_lower","ci_upper","log2_size","log2_density","log2_ci_lower","log2_ci_upper","sigma"
0.8,0.8,512,0.00794384190481422,0.00149616856823276,0.000211590188079111,0.00751863550243092,0.00836904830719752,9,-6.97594737345367,-7.05531342229296,-6.90072070974186,"sigma = 0.8"
0.8,0.8,1024,0.00475671852057269,0.000673518352071044,9.52498788006048e-05,0.00456530672279544,0.00494813031834995,10,-7.71581762849959,-7.7750724928884,-7.65890078775092,"sigma = 0.8"
0.8,0.8,2048,0.00293102394557338,0.000449813379326537,6.36132181580462e-05,0.00280318839760887,0.00305885949353789,11,-8.41437953020719,-8.47871557590988,-8.35279044538011,"sigma = 0.8"
0.8,0.8,4096,0.00181038315217393,0.000264467410086422,3.74013398149905e-05,0.00173522234584627,0.00188554395850159,12,-9.10948922092135,-9.17066374768149,-9.05080349961715,"sigma = 0.8"
0.8,0.8,8192,0.00113493991973874,0.00015917435670251,2.25106534030702e-05,0.00108970306808833,0.00118017677138915,13,-9.78316835700418,-9.84184921439,-9.72678131651051,"sigma = 0.8"
0.8,0.8,16384,0.000703977281073275,0.00010734165184298,1.51804019843873e-05,0.000673471121155783,0.000734483440990767,14,-10.4721835089423,-10.5360962961612,-10.4109824141182,"sigma = 0.8"
0.8,0.8,32768,0.000427734495421666,4.87273890633227e-05,6.89109344723814e-06,0.000413886324673353,0.000441582666169979,15,-11.1909968188936,-11.2384777986591,-11.1450288376902,"sigma = 0.8"
0.8,0.8,65536,0.000259283457804745,3.45192151363662e-05,4.88175422083237e-06,0.000249473205408809,0.000269093710200681,16,-11.9131822138686,-11.9688275078735,-11.8596037097467,"sigma = 0.8"
0.8,0.8,131072,0.000169170697998548,2.2745565742517e-05,3.21670875569164e-06,0.000162706479738053,0.000175634916259043,17,-12.5292326781902,-12.5854406724861,-12.4751326980799,"sigma = 0.8"
0.9,0.9,16,0.0738384736956166,0.0114487382947971,0.00161909609685622,0.0705847782728417,0.0770921691183914,4,-3.75948345822283,-3.82449909236898,-3.69727186851686,"sigma = 0.9"
0.9,0.9,32,0.0406165012542353,0.00898506061972902,0.00127067945871652,0.0380629752796698,0.0431700272288008,5,-4.6217902199723,-4.71546785219177,-4.53382618701836,"sigma = 0.9"
0.9,0.9,64,0.021976358726221,0.00462994743941323,0.000654773446189277,0.0206605422228293,0.0232921752296128,6,-5.50790382454336,-5.5969780724584,-5.42401081229402,"sigma = 0.9"
0.9,0.9,128,0.0123250953248178,0.00201970357984681,0.000285629219459285,0.0117511019183919,0.0128990887312438,7,-6.34225738502873,-6.41106014297072,-6.2765870411303,"sigma = 0.9"
0.9,0.9,256,0.0069837573341486,0.00101464060432964,0.000143491850357741,0.00669539966493982,0.00727211500335737,8,-7.1617808544036,-7.22261410851247,-7.10340926974758,"sigma = 0.9"
0.9,0.9,512,0.00406332898057457,0.000732963265051482,0.000103656659015707,0.00385502312545305,0.00427163483569608,9,-7.94312210999473,-8.01904477007914,-7.87099596236686,"sigma = 0.9"
0.9,0.9,1024,0.00237797290016466,0.000348448283671415,4.92780288553743e-05,0.00227894499364236,0.00247700080668696,10,-8.71605201071428,-8.77741818162847,-8.65718994623401,"sigma = 0.9"
0.9,0.9,2048,0.00130665842441003,0.000190369954763778,2.69223771895288e-05,0.0012525558818853,0.00136076096693476,11,-9.5799022313746,-9.6409093149978,-9.52137062127691,"sigma = 0.9"
0.9,0.9,4096,0.000701568838726375,7.94783127407931e-05,1.1239930779256e-05,0.000678981352165335,0.000724156325287414,12,-10.477127709893,-10.5243404273299,-10.4314112107322,"sigma = 0.9"
0.9,0.9,8192,0.000394527682275747,4.89970575977076e-05,6.92923033710537e-06,0.000380602872577936,0.000408452491973559,13,-11.3075858481807,-11.3594259292399,-11.25754409452,"sigma = 0.9"
0.9,0.9,16384,0.000238335177767699,4.53164905163678e-05,6.40871954873991e-06,0.000225456373660845,0.000251213981874553,14,-12.0347204735711,-12.1148640839501,-11.9587956166745,"sigma = 0.9"
0.9,0.9,32768,0.000125422143695511,1.72765998628812e-05,2.44328018377798e-06,0.000120512188340822,0.0001303320990502,15,-12.9609202963266,-13.0185333146741,-12.9055199354177,"sigma = 0.9"
0.9,0.9,65536,6.8101800804609e-05,8.26079434593948e-06,1.16825274000026e-06,6.57541090275961e-05,7.04494925816219e-05,16,-13.8419475267497,-13.8925594220318,-13.7930511589965,"sigma = 0.9"
0.9,0.9,131072,3.88446920042877e-05,4.23899829948397e-06,5.99484888600672e-07,3.76399820171226e-05,4.00494019914527e-05,17,-14.6519230017311,-14.6973745356322,-14.6078597736357,"sigma = 0.9"
